name,address,rating,price_level,types,website,phone,number of ratings,business_status,,
Fat Bottom Grille,"191 Armstrong Street, Keyser",4.7,2,"restaurant, food, point_of_interest, establishment",http://fatbottomgrille.com/,(304) 790-7581,62,OPERATIONAL,,
Queen's Point Coffee,"101 Armstrong Street, Keyser",4.9,N/A,"cafe, restaurant, store, food, point_of_interest, establishment",https://www.facebook.com/Queens-Point-Coffee-189330935189054/,(304) 790-7125,236,OPERATIONAL,,
Royal Restaurant,"88 North Main Street, Keyser",4.5,1,"restaurant, food, point_of_interest, establishment",,(304) 788-9825,385,OPERATIONAL,,
Little Caesars Pizza,"10 Armstrong Street, Mall 600, Keyser",4.3,1,"meal_takeaway, meal_delivery, restaurant, food, point_of_interest, establishment",https://littlecaesars.com/en-us/store/12073,(304) 788-7738,115,OPERATIONAL,,
Fraternal Order Orioles,"40 Keyser Mall # 2, Keyser",4.4,1,"restaurant, food, bar, point_of_interest, establishment",,(304) 788-1338,100,OPERATIONAL,,
Gorditas Doña Tota,"42 Orchard Street, Keyser",3.7,1,"restaurant, food, point_of_interest, establishment",,,3,OPERATIONAL,,
Long Spring,"220 Keyser Mall, Keyser",3.9,1,"restaurant, food, point_of_interest, establishment",,(304) 788-8008,158,OPERATIONAL,,
Chat & Chew Restaurant,"U.S. 220, McCoole",4.3,1,"restaurant, food, point_of_interest, establishment",,(301) 786-4382,799,OPERATIONAL,,
Burger King,"484 New Creek Highway, Keyser",4,1,"restaurant, food, point_of_interest, establishment",https://burgerking.com/store-locator/store/restaurant_7786,(304) 788-6702,372,OPERATIONAL,,
Sheetz,"1280 New Creek Highway, Keyser",4.3,1,"convenience_store, gas_station, car_wash, liquor_store, cafe, restaurant, store, food, point_of_interest, establishment",https://orderz.sheetz.com/#/main/location/store/168,(304) 788-1197,68,OPERATIONAL,,
Double B's Bar & Grill,"1680 New Creek Highway, Keyser",4.2,N/A,"restaurant, food, point_of_interest, establishment",,(304) 790-7490,92,OPERATIONAL,,
Taco Bell,"41 Plaza Drive, Keyser",3.1,N/A,"meal_takeaway, restaurant, food, point_of_interest, establishment",https://locations.tacobell.com/wv/keyser/41-plaza-drive.html?utm_source=yext&utm_campaign=googlelistings&utm_medium=referral&utm_term=040619&utm_content=website&y_source=1_MTAyNjExODcyMC03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,,15,OPERATIONAL,,
Jin's Asian Cuisine 2,"196 North Tornado Way #11, Keyser",4.4,N/A,"restaurant, food, point_of_interest, establishment",,(304) 788-2222,144,OPERATIONAL,,
Perfect Timing Auto and Variety,"7501 Fort Ashby Road, Keyser",3,N/A,"convenience_store, liquor_store, car_repair, health, restaurant, store, food, point_of_interest, establishment",,(304) 788-9875,4,OPERATIONAL,,
Putra's Hibachi & Sushi,"7958 Northwestern Turnpike, Keyser",4.9,N/A,"restaurant, food, point_of_interest, establishment",,(304) 813-9474,52,CLOSED_TEMPORARILY,,
Countryside Inn & Tea House,"5128 Beaver Run Road, Burlington",4.9,N/A,"restaurant, cafe, food, point_of_interest, establishment",https://www.facebook.com/pg/countrysideinnandteahouse/about/?ref=page_internal,(240) 362-8327,46,OPERATIONAL,,
Millstone BBQ,Burlington,4,N/A,"restaurant, food, point_of_interest, establishment",https://www.facebook.com/Millstone-BB-Q-154337581294599/,(304) 289-3693,16,OPERATIONAL,,
The Village Restaurant,"1588 Northwestern Turnpike, Burlington",5,N/A,"restaurant, food, point_of_interest, establishment",,(304) 289-5577,1,OPERATIONAL,,
Burlington Cafe,"RR 50, Burlington",4.6,1,"restaurant, food, point_of_interest, establishment",http://burlington-cafe.edan.io/,(304) 289-5499,203,OPERATIONAL,,
McDonald's,"182 Church Street, Westernport",3.7,1,"cafe, store, restaurant, food, point_of_interest, establishment",https://www.mcdonalds.com/us/en-us/location/MD/WESTERNPORT/182-CHURCH-ST/15931.html?cid=RF:YXT:GMB::Clicks,(301) 359-9165,341,OPERATIONAL,,
Amoroso's Italian bar,"32 2nd Street, Piedmont",4.9,N/A,"restaurant, food, point_of_interest, establishment",,(304) 355-3146,8,OPERATIONAL,,
Blazing Seafood,"656 Foreback Road, Keyser",N/A,N/A,"restaurant, food, point_of_interest, establishment",,,N/A,CLOSED_TEMPORARILY,,
Coney Pizza,"50 Main Street, Lonaconing",3.8,N/A,"meal_delivery, restaurant, food, point_of_interest, establishment",,(301) 463-2227,78,OPERATIONAL,,
Subway,"10048 Frankfort Highway, Fort Ashby",3.9,1,"meal_takeaway, restaurant, food, point_of_interest, establishment",https://restaurants.subway.com/united-states/wv/ft-ashby/10048-frankfort-hwy?utm_source=yxt-goog&utm_medium=local&utm_term=acq&utm_content=53521&utm_campaign=evergreen-2020&y_source=1_MTQ5MTA0ODAtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,(304) 298-2100,107,OPERATIONAL,,
Little Bigs,"126 Presidents Street, Fort Ashby",4.5,N/A,"restaurant, food, point_of_interest, establishment",http://www.littlebigs.pizza/,(855) 522-3619,50,OPERATIONAL,,
Hummingbird Feeder,"10208 Frankfort Highway, Fort Ashby",4.1,N/A,"restaurant, food, point_of_interest, establishment",https://www.facebook.com/hummingbirdfeeder22,(304) 999-2397,16,OPERATIONAL,,
The Corner Bistro & Vintage Market,"10248 Frankfort Highway, Fort Ashby",4.9,N/A,"restaurant, home_goods_store, store, food, point_of_interest, establishment",http://www.facebook.com/fortashbybistro,(304) 298-3242,44,OPERATIONAL,,
Wilma's Diner,"10263 Frankfort Highway, Fort Ashby",4.6,1,"restaurant, food, point_of_interest, establishment",,(304) 298-2140,67,OPERATIONAL,,
Daddy Lou's Pub & Pantry,"104 Knobley Road, Keyser",4.3,1,"restaurant, food, point_of_interest, establishment",,(304) 790-8027,20,OPERATIONAL,,
Subway,"117 Goody Road S, South Williamson",4.1,1,"meal_takeaway, restaurant, food, point_of_interest, establishment",https://restaurants.subway.com/united-states/ky/s-williamson/117-goody-rd?utm_source=yxt-goog&utm_medium=local&utm_term=acq&utm_content=30981&utm_campaign=evergreen-2020&y_source=1_MTQ5MDU3MjYtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,(606) 237-7343,79,OPERATIONAL,,
Wendy's,"29024 U.S. 119, South Williamson",3.8,1,"restaurant, food, point_of_interest, establishment",https://locations.wendys.com/united-states/ky/south-williamson/29024-us-highway-119?utm_source=Yext&utm_medium=Google_My_Business&utm_campaign=Local_Search&utm_content=EN_US,(606) 237-0269,242,OPERATIONAL,,
Long John Silver's,"25661 Appalachian Plaza, South Williamson",4,1,"restaurant, food, point_of_interest, establishment",https://www.ljsilvers.com/?utm_source=listings&utm_medium=yext&utm_campaign=yext2023&utm_id=yext2023&y_source=1_MTc1NzI3MzctNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,(606) 237-7334,176,OPERATIONAL,,
Subway,"28402 U.S. 119, South Williamson",3.8,1,"meal_takeaway, restaurant, food, point_of_interest, establishment",https://restaurants.subway.com/united-states/ky/south-williamson/28402-us-hwy-119-north?utm_source=yxt-goog&utm_medium=local&utm_term=acq&utm_content=35946&utm_campaign=evergreen-2020&y_source=1_MTQ5MDc4OTQtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,(606) 237-3909,14,OPERATIONAL,,
Dairy Queen Grill & Chill,"28866 U.S. 119, South Williamson",4.3,1,"store, restaurant, food, point_of_interest, establishment",https://www.dairyqueen.com/en-us/locations/ky/south-williamson/28866-us-hwy-119/2805/?utm_source=organic&utm_campaign=yext%2F&y_source=1_ODk5NzM4My03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,(606) 237-4791,313,OPERATIONAL,,
McDonald's,"385 Southside Mall Road, South Williamson",3.6,1,"cafe, store, restaurant, food, point_of_interest, establishment",https://www.mcdonalds.com/us/en-us/location/KY/GOODY/RT-119-SOUTH-SIDE-MALL/6338.html?cid=RF:YXT:GMB::Clicks,(606) 237-5696,424,OPERATIONAL,,
Little Caesars Pizza,"20 State Highway 319, Belfry",4.3,1,"meal_delivery, meal_takeaway, restaurant, food, point_of_interest, establishment",https://littlecaesars.com/en-us/store/11343,(606) 603-8005,224,OPERATIONAL,,
Hardee’s,"378 Southside Mall Road Us Route 119, South Williamson",4,1,"restaurant, food, point_of_interest, establishment",https://locations.hardees.com/ky/south-williamson/378-southside-mall,(606) 237-1026,211,OPERATIONAL,,
Snack Shack,"11327 State Highway 1056, McCarr",4.5,N/A,"restaurant, food, point_of_interest, establishment",,(606) 427-0048,24,OPERATIONAL,,
Cheech's Pizza,"RR 65, Lenore",4.7,1,"restaurant, food, point_of_interest, establishment",,(304) 475-5263,162,OPERATIONAL,,
Peking Restaurant,"275 Southside Mall Road, South Williamson",4.5,2,"restaurant, food, point_of_interest, establishment",,(606) 237-5888,118,OPERATIONAL,,
Giovanni’s,"355 Southside Mall Road, South Williamson",3.9,1,"restaurant, food, point_of_interest, establishment",https://giovannispizzapower.com/,(606) 607-4467,241,OPERATIONAL,,
Pizza Hut,"158 Appalachian Plaza, South Williamson",3.9,1,"meal_delivery, meal_takeaway, restaurant, food, point_of_interest, establishment",https://locations.pizzahut.com/ky/south-williamson/158-appalachian-plaza?utm_medium=organic&utm_source=local&utm_campaign=googlelistings&utm_content=website&utm_term=310746,(606) 237-8480,146,OPERATIONAL,,
KFC,"151 Appalachian Plaza, South Williamson",3.6,1,"restaurant, food, point_of_interest, establishment",https://locations.kfc.com/ky/south-williamson/151-appalachian-plaza,(606) 237-6211,122,OPERATIONAL,,
Black Bear Trails Restaurant,"121 Grace Street, Delbarton",N/A,N/A,"bar, restaurant, food, point_of_interest, establishment",,(681) 416-0200,N/A,OPERATIONAL,,
Pizza Palace,"116 Grace Street, Delbarton",4.6,N/A,"restaurant, food, point_of_interest, establishment",,(304) 475-4446,17,OPERATIONAL,,
Tracie's Snack Shack,"123 Grace Street, Delbarton",4.5,N/A,"restaurant, food, point_of_interest, establishment",,(304) 223-8646,2,OPERATIONAL,,
Maria’s Drive In,"1837 West Virginia 65, Delbarton",4.9,N/A,"restaurant, food, point_of_interest, establishment",https://www.facebook.com/mariasdrivein?mibextid=LQQJ4d,(304) 475-2001,41,OPERATIONAL,,
Varney Snack Shack,"376 County Highway 52/24, Varney",4.7,N/A,"restaurant, food, point_of_interest, establishment",,(304) 426-8700,52,OPERATIONAL,,
Sherry Bo's Diner,"West Virginia 65, Delbarton",4.8,N/A,"restaurant, food, point_of_interest, establishment",,(304) 426-2168,69,OPERATIONAL,,
Giovanni’s Pizza of Matewan,"3710 West Virginia 65, North Matewan",4.4,1,"gas_station, convenience_store, restaurant, food, point_of_interest, store, establishment",https://giovannispizza.com/,(304) 426-8196,166,OPERATIONAL,,
Tipple Tavern,"Tipple Tavern, 100 Adventure Lane, Matewan",4.6,N/A,"restaurant, food, point_of_interest, establishment",http://tippletavern.com/,(304) 859-5049,75,OPERATIONAL,,
Country Kitchen,"136 County Highway 9/01, Delbarton",5,N/A,"restaurant, food, point_of_interest, establishment",,,1,CLOSED_TEMPORARILY,,
Mi Pueblito,"253 Mate Street, Matewan",4.7,N/A,"restaurant, food, point_of_interest, establishment",,(304) 426-4300,194,OPERATIONAL,,
Wingo's Grill,"U.S. Route 49, 74 Mate Street, Matewan",4.6,N/A,"restaurant, food, point_of_interest, establishment",http://www.hatfieldmccoyresort.com/,(304) 426-4700,46,OPERATIONAL,,
Trailhead Bar & Grill,"8 Mate Street, Matewan",4.9,N/A,"restaurant, food, point_of_interest, establishment",http://trailhead-bar-grill.com/,(681) 308-6088,171,OPERATIONAL,,
3 Guys Pizza & Brew,"210 Harvey Street, Williamson",4.2,2,"restaurant, food, point_of_interest, establishment",http://www.3guyspizzabrew.com/,(304) 236-3576,92,OPERATIONAL,,
Starters Grill,"116 East 2nd Avenue, Williamson",4.4,2,"restaurant, bar, food, point_of_interest, establishment",https://www.toasttab.com/starters,(304) 235-8600,285,OPERATIONAL,,
Track's End,"22 Second Avenue, Williamson",3.8,N/A,"restaurant, food, point_of_interest, establishment",,(304) 235-4898,77,OPERATIONAL,,
Andy's Pizza & More,"108 Pike Street, Williamson",4,N/A,"restaurant, food, point_of_interest, establishment",https://www.facebook.com/ANDYS-PIZZA-MORE-109874998037202/?ref=page_internal,(304) 236-3650,7,OPERATIONAL,,
Sazon Mexican Restaurant,"201 Second Avenue, Williamson",4.5,1,"restaurant, food, point_of_interest, establishment",,(304) 236-5927,290,OPERATIONAL,,
Taco Bell,"29080 U.S. 119, South Williamson",3.8,1,"meal_takeaway, restaurant, food, point_of_interest, establishment",https://locations.tacobell.com/ky/south-williamson/29080-us-hwy-119-n.html?utm_source=yext&utm_campaign=googlelistings&utm_medium=referral&utm_term=023964&utm_content=website&y_source=1_MzkxNjk2My03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,(606) 237-0097,316,OPERATIONAL,,
Tudor's Biscuit World,"11 Goody Road, South Williamson",4.5,1,"restaurant, food, point_of_interest, establishment",http://tudorsbiscuitworld.com/,(606) 257-1361,143,OPERATIONAL,,
Taco bell,South Williamson,1,N/A,"restaurant, food, point_of_interest, establishment",https://www.tacobell.com/,,1,OPERATIONAL,,
Burger King,"28181 U.S. 119, South Williamson",5,N/A,"restaurant, food, point_of_interest, establishment",,(681) 416-1980,1,OPERATIONAL,,
SamboGiovpeeps,"355 Southside Mall Road, Goody",N/A,N/A,"restaurant, food, point_of_interest, establishment",,(606) 237-0063,N/A,OPERATIONAL,,
The Steak House,"336 Southside Mall Road, South Williamson",4.2,2,"restaurant, food, point_of_interest, establishment",,(606) 237-3930,398,OPERATIONAL,,
Arby's,"318 Southside Mall Road, South Williamson",3.8,1,"meal_takeaway, store, restaurant, food, point_of_interest, establishment",https://locations.arbys.com/ky/southwilliamson/318-southside-mall.html?utm_source=google%20my%20business&utm_medium=organic&utm_campaign=website%20link,(606) 237-0265,108,OPERATIONAL,,
Corner Cafe,"275 Southside Mall Road C10, South Williamson",4.8,N/A,"restaurant, food, point_of_interest, establishment",,(606) 603-8028,13,OPERATIONAL,,
Samay Cuban Restaurant,"1120 Fairview Addition Road, West Williamson",4.7,N/A,"restaurant, food, point_of_interest, establishment",,(828) 216-9564,10,OPERATIONAL,,
Miss Wanda's,"1436 West 3rd Avenue, Williamson",4.5,1,"restaurant, meal_delivery, food, point_of_interest, establishment",,(304) 235-4990,85,OPERATIONAL,,
hillbilliesonestop,"1400 West 3rd Avenue, Williamson",N/A,N/A,"restaurant, food, point_of_interest, establishment",,(304) 236-3523,N/A,OPERATIONAL,,
El Torito Mexican Restaurant,"1069 Central Avenue, South Williamson",4.6,1,"restaurant, food, point_of_interest, establishment",,(606) 257-1329,118,OPERATIONAL,,
Dairy Delight,"2906 West Virginia 65, Delbarton",3.5,N/A,"restaurant, food, point_of_interest, establishment",,(304) 475-2180,2,OPERATIONAL,,
Pirates Pizza,"25110 U.S. 119, Belfry",4.5,N/A,"restaurant, food, point_of_interest, establishment",,(606) 353-7200,62,OPERATIONAL,,
Texas Roadhouse,"50 Tipple Street, Westover",4.4,2,"restaurant, food, point_of_interest, establishment",https://www.texasroadhouse.com/locations/west-virginia/morgantown?utm_source=listing&utm_medium=search,(304) 598-0109,2481,OPERATIONAL,,
Ruby Tuesday,"512 Venture Drive, Morgantown",3.9,2,"restaurant, food, point_of_interest, establishment",https://rubytuesday.com/,(304) 292-6633,716,OPERATIONAL,,
Subway,"356 Patteson Drive, Morgantown",3.4,1,"meal_takeaway, restaurant, food, point_of_interest, establishment",https://restaurants.subway.com/united-states/wv/morgantown/356-patteson-dr?utm_source=yxt-goog&utm_medium=local&utm_term=acq&utm_content=4356&utm_campaign=evergreen-2020&y_source=1_MTQ4OTQ0NzItNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,(304) 599-6992,71,OPERATIONAL,,
Subway,"215 Hornbeck Road, Morgantown",3.4,1,"meal_takeaway, restaurant, food, point_of_interest, establishment",https://restaurants.subway.com/united-states/wv/morgantown/215-hornbeck-road?utm_source=yxt-goog&utm_medium=local&utm_term=acq&utm_content=37463&utm_campaign=evergreen-2020&y_source=1_MTQ5MDc4MzAtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,(304) 284-0885,65,OPERATIONAL,,
Subway,"871 Fairmont Road Suite 101, Westover",4.2,1,"meal_takeaway, restaurant, food, point_of_interest, establishment",https://restaurants.subway.com/united-states/wv/westover/871-fairmont-road?utm_source=yxt-goog&utm_medium=local&utm_term=acq&utm_content=3394&utm_campaign=evergreen-2020&y_source=1_MTQ5MDM0OTAtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,(304) 291-3800,104,OPERATIONAL,,
Mountain State Brewing Co,"54 Clay Street, Morgantown",4.4,2,"bar, restaurant, food, point_of_interest, establishment",http://www.mountainstatebrewing.com/,(304) 241-1976,698,OPERATIONAL,,
Little Caesars Pizza,"2942 University Avenue, Morgantown",4,1,"meal_delivery, meal_takeaway, restaurant, food, point_of_interest, establishment",https://littlecaesars.com/en-us/store/7771,(304) 599-4939,121,OPERATIONAL,,
Subway,"139 Locust Avenue, Mount Morris",3.1,1,"meal_takeaway, restaurant, food, point_of_interest, establishment",https://restaurants.subway.com/united-states/pa/mount-morris/139-locust-avenue?utm_source=yxt-goog&utm_medium=local&utm_term=acq&utm_content=10749&utm_campaign=evergreen-2020&y_source=1_MTQ5MDM0NDctNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,(724) 324-5256,45,OPERATIONAL,,
Subway,"6051 University Town Centre Drive, Morgantown",3.6,1,"meal_takeaway, restaurant, food, point_of_interest, establishment",https://restaurants.subway.com/united-states/wv/morgantown/6051-university-town-centre-dr?utm_source=yxt-goog&utm_medium=local&utm_term=acq&utm_content=37116&utm_campaign=evergreen-2020&y_source=1_MTQ5MDczNjUtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,(304) 598-0074,31,OPERATIONAL,,
Morgantown Brewing Company,"1291 University Avenue, Morgantown",4.3,2,"bar, restaurant, food, point_of_interest, establishment",https://morgantownbrewing.com/,(304) 292-6959,424,OPERATIONAL,,
Subway,"204 Venture Drive #68, Morgantown",3.5,1,"meal_takeaway, restaurant, food, point_of_interest, establishment",https://restaurants.subway.com/united-states/wv/morgantown/204-venture-dr?utm_source=yxt-goog&utm_medium=local&utm_term=acq&utm_content=24811&utm_campaign=evergreen-2020&y_source=1_MTQ5MDUyMTYtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,(304) 292-7059,56,OPERATIONAL,,
Oliverio's Ristorante On The Wharf,"52 Clay Street, Morgantown",4.3,2,"bar, restaurant, food, store, point_of_interest, establishment",http://www.oliveriosristorante.com/,(304) 296-2565,1051,OPERATIONAL,,
Olive Garden Italian Restaurant,"1000 University Town Centre Drive, Morgantown",4.4,2,"meal_takeaway, bar, restaurant, food, point_of_interest, establishment",https://www.olivegarden.com/locations/wv/morgantown/morgantown/1681?cmpid=br:og_ag:ie_ch:loc_ca:OGGMB_sn:gmb_gt:morgantown-wv-1681_pl:locurl_rd:1533,(304) 599-8611,1931,OPERATIONAL,,
Sargasso,"215 Don Knotts Boulevard Ste 110, Morgantown",4.3,3,"bar, restaurant, food, point_of_interest, establishment",http://dinesargasso.com/,(304) 554-0100,257,CLOSED_TEMPORARILY,,
Varsity Club,"910 Willowdale Road, Morgantown",4.5,2,"bar, restaurant, food, point_of_interest, establishment",http://thevarsityclubwv.com/,(304) 599-5990,323,OPERATIONAL,,
IHOP,"201 Venture Drive, Morgantown",4.2,1,"restaurant, food, point_of_interest, establishment",https://restaurants.ihop.com/en-us/wv/morgantown/breakfast-201-venture-dr-3056?utm_source=google&utm_medium=organic&utm_campaign=google_my_business&utm_term=3056&utm_content=website,(304) 291-2020,1147,OPERATIONAL,,
